Arsenal,Bournemouth,Brighton,Burnley,Cardiff,Chelsea,Crystal Palace,Everton,Fulham,Huddersfield,Leicester City,Liverpool,Manchester City,Manchester United,Newcastle United,Southampton,Tottenham,Watford,West Ham United,Wolverhampton
1.0,0.09302325581395349,0.024096385542168676,0.12903225806451613,0.08602150537634409,0.49710982658959535,0.11235955056179775,0.19469026548672566,0.20833333333333334,0.024096385542168676,0.047619047619047616,0.19548872180451127,0.09615384615384616,0.4768211920529801,0.046511627906976744,0.21359223300970873,0.11538461538461539,0.047619047619047616,0.0,0.024096385542168676
0.09302325581395349,1.0,0.4,0.4,0.26666666666666666,0.042105263157894736,0.18181818181818182,0.11428571428571428,0.2222222222222222,0.0,0.0,0.07272727272727272,0.07692307692307693,0.0821917808219178,0.25,0.24,0.23076923076923078,0.6666666666666666,0.0,0.4
0.024096385542168676,0.4,1.0,0.16666666666666666,0.16666666666666666,0.021739130434782608,0.25,0.0625,0.13333333333333333,0.0,0.0,0.038461538461538464,0.0,0.02857142857142857,0.4,0.09090909090909091,0.08695652173913043,0.6666666666666666,0.0,0.0
0.12903225806451613,0.4,0.16666666666666666,1.0,0.45454545454545453,0.09803921568627451,0.2222222222222222,0.19047619047619047,0.32,0.0,0.15384615384615385,0.22580645161290322,0.12121212121212122,0.2,0.13333333333333333,0.375,0.30303030303030304,0.3076923076923077,0.0,0.16666666666666666
0.08602150537634409,0.26666666666666666,0.16666666666666666,0.45454545454545453,1.0,0.13725490196078433,0.2222222222222222,0.2857142857142857,0.24,0.0,0.15384615384615385,0.25806451612903225,0.18181818181818182,0.2,0.26666666666666666,0.25,0.24242424242424243,0.3076923076923077,0.0,0.16666666666666666
0.49710982658959535,0.042105263157894736,0.021739130434782608,0.09803921568627451,0.13725490196078433,1.0,0.061224489795918366,0.2786885245901639,0.1523809523809524,0.0,0.043010752688172046,0.38028169014084506,0.10619469026548672,0.4,0.042105263157894736,0.14285714285714285,0.1415929203539823,0.043010752688172046,0.0,0.021739130434782608
0.11235955056179775,0.18181818181818182,0.25,0.2222222222222222,0.2222222222222222,0.061224489795918366,1.0,0.10526315789473684,0.09523809523809523,0.25,0.2222222222222222,0.10344827586206896,0.0,0.10526315789473684,0.36363636363636365,0.14285714285714285,0.06896551724137931,0.2222222222222222,0.0,0.0
0.19469026548672566,0.11428571428571428,0.0625,0.19047619047619047,0.2857142857142857,0.2786885245901639,0.10526315789473684,1.0,0.26666666666666666,0.0,0.12121212121212122,0.24390243902439024,0.2641509433962264,0.28,0.11428571428571428,0.23076923076923078,0.1509433962264151,0.12121212121212122,0.0,0.0625
0.20833333333333334,0.2222222222222222,0.13333333333333333,0.32,0.24,0.1523809523809524,0.09523809523809523,0.26666666666666666,1.0,0.0,0.125,0.15384615384615385,0.05555555555555555,0.1686746987951807,0.1111111111111111,0.22857142857142856,0.16666666666666666,0.25,0.0,0.13333333333333333
0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.047619047619047616,0.0,0.0,0.15384615384615385,0.15384615384615385,0.043010752688172046,0.2222222222222222,0.12121212121212122,0.125,0.0,1.0,0.03773584905660377,0.0,0.056338028169014086,0.3333333333333333,0.17391304347826086,0.08333333333333333,0.0,0.0,0.0
0.19548872180451127,0.07272727272727272,0.038461538461538464,0.22580645161290322,0.25806451612903225,0.38028169014084506,0.10344827586206896,0.24390243902439024,0.15384615384615385,0.0,0.03773584905660377,1.0,0.1917808219178082,0.23333333333333334,0.07272727272727272,0.16666666666666666,0.0821917808219178,0.07547169811320754,0.0,0.038461538461538464
0.09615384615384616,0.07692307692307693,0.0,0.12121212121212122,0.18181818181818182,0.10619469026548672,0.0,0.2641509433962264,0.05555555555555555,0.0,0.0,0.1917808219178082,1.0,0.15384615384615385,0.0,0.09302325581395349,0.09090909090909091,0.08333333333333333,0.0,0.08695652173913043
0.4768211920529801,0.0821917808219178,0.02857142857142857,0.2,0.2,0.4,0.10526315789473684,0.28,0.1686746987951807,0.0,0.056338028169014086,0.23333333333333334,0.15384615384615385,1.0,0.0547945205479452,0.17777777777777778,0.24175824175824176,0.056338028169014086,0.0,0.02857142857142857
0.046511627906976744,0.25,0.4,0.13333333333333333,0.26666666666666666,0.042105263157894736,0.36363636363636365,0.11428571428571428,0.1111111111111111,0.0,0.3333333333333333,0.07272727272727272,0.0,0.0547945205479452,1.0,0.16,0.07692307692307693,0.3333333333333333,0.0,0.0
0.21359223300970873,0.24,0.09090909090909091,0.375,0.25,0.14285714285714285,0.14285714285714285,0.23076923076923078,0.22857142857142856,0.0,0.17391304347826086,0.16666666666666666,0.09302325581395349,0.17777777777777778,0.16,1.0,0.32558139534883723,0.17391304347826086,0.0,0.09090909090909091
0.11538461538461539,0.23076923076923078,0.08695652173913043,0.30303030303030304,0.24242424242424243,0.1415929203539823,0.06896551724137931,0.1509433962264151,0.16666666666666666,0.0,0.08333333333333333,0.0821917808219178,0.09090909090909091,0.24175824175824176,0.07692307692307693,0.32558139534883723,1.0,0.16666666666666666,0.0,0.08695652173913043
0.047619047619047616,0.6666666666666666,0.6666666666666666,0.3076923076923077,0.3076923076923077,0.043010752688172046,0.2222222222222222,0.12121212121212122,0.25,0.0,0.0,0.07547169811320754,0.08333333333333333,0.056338028169014086,0.3333333333333333,0.17391304347826086,0.16666666666666666,1.0,0.0,0.6666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.024096385542168676,0.4,0.0,0.16666666666666666,0.16666666666666666,0.021739130434782608,0.0,0.0625,0.13333333333333333,0.0,0.0,0.038461538461538464,0.08695652173913043,0.02857142857142857,0.0,0.09090909090909091,0.08695652173913043,0.6666666666666666,0.0,1.0
